FlightKey,ReceiveTime,FlightNo,RegNo,CraftType,DepAirport,ArrAirport,FODC_ATOT
2025-08-24_CBJ5078_ZUCK_ZLXY,20250824111438,CBJ5078,B8200,A321,ZUCK,ZLXY,202508241051
2025-08-24_CBJ5078_ZUCK_ZLXY,20250824105937,CBJ5078,B8200,A321,ZUCK,ZLXY,202508241051
2025-08-24_CBJ5095_ZLXY_ZGSD,20250824220218,CBJ5095,B1246,A20N,ZLXY,ZGSD,202508241911
2025-08-24_CBJ5095_ZLXY_ZGSD,20250824215357,CBJ5095,B1246,A20N,ZLXY,ZGSD,202508241911
2025-08-24_CBJ5095_ZLXY_ZGSD,20250824200820,CBJ5095,B1246,A20N,ZLXY,ZGSD,202508241911
2025-08-24_CBJ5095_ZLXY_ZGSD,20250824191956,CBJ5095,B1246,A20N,ZLXY,ZGSD,202508241911
2025-08-24_CBJ5096_ZGSD_ZLXY,20250825011932,CBJ5096,B1246,A20N,ZGSD,ZLXY,202508242239
2025-08-24_CBJ5096_ZGSD_ZLXY,20250825011309,CBJ5096,B1246,A20N,ZGSD,ZLXY,202508242239
2025-08-24_CBJ5096_ZGSD_ZLXY,20250825005955,CBJ5096,B1246,A20N,ZGSD,ZLXY,202508242239
2025-08-24_CBJ5096_ZGSD_ZLXY,20250824231252,CBJ5096,B1246,A20N,ZGSD,ZLXY,202508242239
2025-08-24_CBJ5096_ZGSD_ZLXY,20250824225215,CBJ5096,B1246,A20N,ZGSD,ZLXY,202508242239
2025-08-24_CBJ5096_ZGSD_ZLXY,20250824224630,CBJ5096,B1246,A20N,ZGSD,ZLXY,202508242239
2025-08-24_CBJ5105_ZSTX_ZSAM,20250824183835,CBJ5105,B8170,A320,ZSTX,ZSAM,202508241710
2025-08-24_CBJ5105_ZSTX_ZSAM,20250824183415,CBJ5105,B8170,A320,ZSTX,ZSAM,202508241710
2025-08-24_CBJ5105_ZSTX_ZSAM,20250824180649,CBJ5105,B8170,A320,ZSTX,ZSAM,202508241710
2025-08-24_CBJ5105_ZSTX_ZSAM,20250824171825,CBJ5105,B8170,A320,ZSTX,ZSAM,202508241710
2025-08-24_CBJ5105_ZLXY_ZSTX,20250824165231,CBJ5105,B8170,A320,ZLXY,ZSTX,202508241433
2025-08-24_CBJ5105_ZLXY_ZSTX,20250824163157,CBJ5105,B8170,A320,ZLXY,ZSTX,202508241433
2025-08-24_CBJ5105_ZLXY_ZSTX,20250824151029,CBJ5105,B8170,A320,ZLXY,ZSTX,202508241433
2025-08-24_CBJ5105_ZLXY_ZSTX,20250824144409,CBJ5105,B8170,A320,ZLXY,ZSTX,202508241433
2025-08-24_CBJ5105_ZLXY_ZSTX,20250824143942,CBJ5105,B8170,A320,ZLXY,ZSTX,202508241433
2025-08-24_CBJ5106_ZSTX_ZLXY,20250825000147,CBJ5106,B8170,A320,ZSTX,ZLXY,202508242147
2025-08-24_CBJ5106_ZSTX_ZLXY,20250824234636,CBJ5106,B8170,A320,ZSTX,ZLXY,202508242147
2025-08-24_CBJ5106_ZSTX_ZLXY,20250824220816,CBJ5106,B8170,A320,ZSTX,ZLXY,202508242147
2025-08-24_CBJ5106_ZSTX_ZLXY,20250824215805,CBJ5106,B8170,A320,ZSTX,ZLXY,202508242147
2025-08-24_CBJ5106_ZSTX_ZLXY,20250824215404,CBJ5106,B8170,A320,ZSTX,ZLXY,202508242147
2025-08-24_CBJ5106_ZSAM_ZSTX,20250824211618,CBJ5106,B8170,A320,ZSAM,ZSTX,202508241937
2025-08-24_CBJ5106_ZSAM_ZSTX,20250824210420,CBJ5106,B8170,A320,ZSAM,ZSTX,202508241937
2025-08-24_CBJ5106_ZSAM_ZSTX,20250824200817,CBJ5106,B8170,A320,ZSAM,ZSTX,202508241937
2025-08-24_CBJ5106_ZSAM_ZSTX,20250824195016,CBJ5106,B8170,A320,ZSAM,ZSTX,202508241937
2025-08-24_CBJ5106_ZSAM_ZSTX,20250824194430,CBJ5106,B8170,A320,ZSAM,ZSTX,202508241937
2025-08-24_CBJ5123_ZLXY_ZBHH,20250825011910,CBJ5123,B6726,A320,ZLXY,ZBHH,202508240759
2025-08-24_CBJ5123_ZBHH_ZBMZ,20250825011257,CBJ5123,B6726,A320,ZBHH,ZBMZ,202508241034
2025-08-24_CBJ5123_ZBHH_ZBMZ,20250824122833,CBJ5123,B6726,A320,ZBHH,ZBMZ,202508241034
2025-08-24_CBJ5123_ZBHH_ZBMZ,20250824121820,CBJ5123,B6726,A320,ZBHH,ZBMZ,202508241034
2025-08-24_CBJ5123_ZBHH_ZBMZ,20250824113556,CBJ5123,B6726,A320,ZBHH,ZBMZ,202508241034
2025-08-24_CBJ5123_ZBHH_ZBMZ,20250824112738,CBJ5123,B6726,A320,ZBHH,ZBMZ,202508241034
2025-08-24_CBJ5123_ZBHH_ZBMZ,20250824111519,CBJ5123,B6726,A320,ZBHH,ZBMZ,202508241034
2025-08-24_CBJ5123_ZBHH_ZBMZ,20250824104433,CBJ5123,B6726,A320,ZBHH,ZBMZ,202508241034
2025-08-24_CBJ5123_ZLXY_ZBHH,20250824094628,CBJ5123,B6726,A320,ZLXY,ZBHH,202508240759
2025-08-24_CBJ5123_ZLXY_ZBHH,20250824094130,CBJ5123,B6726,A320,ZLXY,ZBHH,202508240759
2025-08-24_CBJ5123_ZLXY_ZBHH,20250824093620,CBJ5123,B6726,A320,ZLXY,ZBHH,202508240759
2025-08-24_CBJ5123_ZLXY_ZBHH,20250824080636,CBJ5123,B6726,A320,ZLXY,ZBHH,202508240759
2025-08-24_CBJ5124_ZBHH_ZLXY,20250824180155,CBJ5124,B6726,A320,ZBHH,ZLXY,202508241605
2025-08-24_CBJ5124_ZBHH_ZLXY,20250824175607,CBJ5124,B6726,A320,ZBHH,ZLXY,202508241605
2025-08-24_CBJ5124_ZBHH_ZLXY,20250824174426,CBJ5124,B6726,A320,ZBHH,ZLXY,202508241605
2025-08-24_CBJ5124_ZBHH_ZLXY,20250824170733,CBJ5124,B6726,A320,ZBHH,ZLXY,202508241605
2025-08-24_CBJ5124_ZBHH_ZLXY,20250824161602,CBJ5124,B6726,A320,ZBHH,ZLXY,202508241605
2025-08-24_CBJ5124_ZBHH_ZLXY,20250824161139,CBJ5124,B6726,A320,ZBHH,ZLXY,202508241605
2025-08-24_CBJ5124_ZBMZ_ZBHH,20250824152608,CBJ5124,B6726,A320,ZBMZ,ZBHH,202508241307
2025-08-24_CBJ5124_ZBMZ_ZBHH,20250824152012,CBJ5124,B6726,A320,ZBMZ,ZBHH,202508241307
2025-08-24_CBJ5124_ZBMZ_ZBHH,20250824151538,CBJ5124,B6726,A320,ZBMZ,ZBHH,202508241307
2025-08-24_CBJ5124_ZBMZ_ZBHH,20250824151028,CBJ5124,B6726,A320,ZBMZ,ZBHH,202508241307
2025-08-24_CBJ5124_ZBMZ_ZBHH,20250824135802,CBJ5124,B6726,A320,ZBMZ,ZBHH,202508241307
2025-08-24_CBJ5124_ZBMZ_ZBHH,20250824132829,CBJ5124,B6726,A320,ZBMZ,ZBHH,202508241307
2025-08-24_CBJ5124_ZBMZ_ZBHH,20250824131615,CBJ5124,B6726,A320,ZBMZ,ZBHH,202508241307
2025-08-24_CBJ5124_ZBMZ_ZBHH,20250824131136,CBJ5124,B6726,A320,ZBMZ,ZBHH,202508241307
2025-08-24_CBJ5159_ZLXY_ZSQD,20250825011711,CBJ5159,B6723,A320,ZLXY,ZSQD,202508240729
2025-08-24_CBJ5159_ZLXY_ZSQD,20250825002720,CBJ5159,B6723,A320,ZLXY,ZSQD,202508240729
2025-08-24_CBJ5159_ZLXY_ZSQD,20250825001347,CBJ5159,B6723,A320,ZLXY,ZSQD,202508240729
2025-08-24_CBJ5159_ZLXY_ZSQD,20250824093004,CBJ5159,B6723,A320,ZLXY,ZSQD,202508240729
2025-08-24_CBJ5159_ZLXY_ZSQD,20250824092532,CBJ5159,B6723,A320,ZLXY,ZSQD,202508240729
2025-08-24_CBJ5159_ZLXY_ZSQD,20250824080550,CBJ5159,B6723,A320,ZLXY,ZSQD,202508240729
2025-08-24_CBJ5159_ZLXY_ZSQD,20250824074308,CBJ5159,B6723,A320,ZLXY,ZSQD,202508240729
2025-08-24_CBJ5160_ZSQD_ZLXY,20250825011712,CBJ5160,B6723,A320,ZSQD,ZLXY,202508241024
2025-08-24_CBJ5160_ZSQD_ZLXY,20250824124742,CBJ5160,B6723,A320,ZSQD,ZLXY,202508241024
2025-08-24_CBJ5160_ZSQD_ZLXY,20250824124344,CBJ5160,B6723,A320,ZSQD,ZLXY,202508241024
2025-08-24_CBJ5160_ZSQD_ZLXY,20250824123942,CBJ5160,B6723,A320,ZSQD,ZLXY,202508241024
2025-08-24_CBJ5160_ZSQD_ZLXY,20250824123400,CBJ5160,B6723,A320,ZSQD,ZLXY,202508241024
2025-08-24_CBJ5160_ZSQD_ZLXY,20250824122812,CBJ5160,B6723,A320,ZSQD,ZLXY,202508241024
2025-08-24_CBJ5160_ZSQD_ZLXY,20250824111451,CBJ5160,B6723,A320,ZSQD,ZLXY,202508241024
2025-08-24_CBJ5160_ZSQD_ZLXY,20250824103246,CBJ5160,B6723,A320,ZSQD,ZLXY,202508241024
2025-08-24_CBJ5205_ZLXY_ZPLJ,20250825011031,CBJ5205,B6179,A319,ZLXY,ZPLJ,202508240744
2025-08-24_CBJ5205_ZLXY_ZPLJ,20250825003504,CBJ5205,B6179,A319,ZLXY,ZPLJ,202508240744
2025-08-24_CBJ5205_ZLXY_ZPLJ,20250825003013,CBJ5205,B6179,A319,ZLXY,ZPLJ,202508240744
2025-08-24_CBJ5205_ZLXY_ZPLJ,20250824101038,CBJ5205,B6179,A319,ZLXY,ZPLJ,202508240744
2025-08-24_CBJ5205_ZLXY_ZPLJ,20250824100640,CBJ5205,B6179,A319,ZLXY,ZPLJ,202508240744
2025-08-24_CBJ5205_ZLXY_ZPLJ,20250824100206,CBJ5205,B6179,A319,ZLXY,ZPLJ,202508240744
2025-08-24_CBJ5205_ZLXY_ZPLJ,20250824080609,CBJ5205,B6179,A319,ZLXY,ZPLJ,202508240744
2025-08-24_CBJ5205_ZLXY_ZPLJ,20250824075337,CBJ5205,B6179,A319,ZLXY,ZPLJ,202508240744
2025-08-24_CBJ5206_ZPLJ_ZLXY,20250825011712,CBJ5206,B6726,A320,ZPLJ,ZLXY,202508240012
2025-08-24_CBJ5206_ZPLJ_ZLXY,20250825002455,CBJ5206,B6179,A319,ZPLJ,ZLXY,202508242143
2025-08-24_CBJ5206_ZPLJ_ZLXY,20250825001331,CBJ5206,B6179,A319,ZPLJ,ZLXY,202508242143
2025-08-24_CBJ5206_ZPLJ_ZLXY,20250824235152,CBJ5206,B6179,A319,ZPLJ,ZLXY,202508242143
2025-08-24_CBJ5206_ZPLJ_ZLXY,20250824220751,CBJ5206,B6179,A319,ZPLJ,ZLXY,202508242143
2025-08-24_CBJ5206_ZPLJ_ZLXY,20250824215347,CBJ5206,B6179,A319,ZPLJ,ZLXY,202508242143
2025-08-24_CBJ5206_ZPLJ_ZLXY,20250824214955,CBJ5206,B6179,A319,ZPLJ,ZLXY,202508242143
2025-08-24_CBJ5206_ZPLJ_ZLXY,20250824023316,CBJ5206,B6726,A320,ZPLJ,ZLXY,202508240012
2025-08-24_CBJ5206_ZPLJ_ZLXY,20250824021344,CBJ5206,B6726,A320,ZPLJ,ZLXY,202508240012
2025-08-24_CBJ5206_ZPLJ_ZLXY,20250824004101,CBJ5206,B6726,A320,ZPLJ,ZLXY,202508240012
2025-08-24_CBJ5241_ZLXY_ZPDL,20250825011125,CBJ5241,B8170,A320,ZLXY,ZPDL,202508240728
2025-08-24_CBJ5241_ZLXY_ZPDL,20250825003538,CBJ5241,B8170,A320,ZLXY,ZPDL,202508240728
2025-08-24_CBJ5241_ZLXY_ZPDL,20250825003122,CBJ5241,B8170,A320,ZLXY,ZPDL,202508240728
2025-08-24_CBJ5241_ZLXY_ZPDL,20250824095149,CBJ5241,B8170,A320,ZLXY,ZPDL,202508240728
2025-08-24_CBJ5241_ZLXY_ZPDL,20250824094148,CBJ5241,B8170,A320,ZLXY,ZPDL,202508240728
2025-08-24_CBJ5241_ZLXY_ZPDL,20250824080635,CBJ5241,B8170,A320,ZLXY,ZPDL,202508240728
2025-08-24_CBJ5241_ZLXY_ZPDL,20250824073430,CBJ5241,B8170,A320,ZLXY,ZPDL,202508240728
2025-08-24_CBJ5242_ZPDL_ZLXY,20250825011709,CBJ5242,B8170,A320,ZPDL,ZLXY,202508241054
2025-08-24_CBJ5242_ZPDL_ZLXY,20250824132811,CBJ5242,B8170,A320,ZPDL,ZLXY,202508241054
2025-08-24_CBJ5242_ZPDL_ZLXY,20250824130645,CBJ5242,B8170,A320,ZPDL,ZLXY,202508241054
2025-08-24_CBJ5242_ZPDL_ZLXY,20250824111443,CBJ5242,B8170,A320,ZPDL,ZLXY,202508241054
2025-08-24_CBJ5242_ZPDL_ZLXY,20250824110419,CBJ5242,B8170,A320,ZPDL,ZLXY,202508241054
2025-08-24_CBJ5283_ZLXY_ZGHZ,20250825001428,CBJ5283,B6723,A320,ZLXY,ZGHZ,202508241843
2025-08-24_CBJ5283_ZLXY_ZGHZ,20250824215802,CBJ5283,B6723,A320,ZLXY,ZGHZ,202508241843
2025-08-24_CBJ5283_ZLXY_ZGHZ,20250824214540,CBJ5283,B6723,A320,ZLXY,ZGHZ,202508241843
2025-08-24_CBJ5283_ZLXY_ZGHZ,20250824213958,CBJ5283,B6723,A320,ZLXY,ZGHZ,202508241843
2025-08-24_CBJ5283_ZLXY_ZGHZ,20250824184936,CBJ5283,B6723,A320,ZLXY,ZGHZ,202508241843
2025-08-24_CBJ5284_ZGHZ_ZLXY,20250825012154,CBJ5284,B6723,A320,ZGHZ,ZLXY,202508242247
2025-08-24_CBJ5284_ZGHZ_ZLXY,20250825011933,CBJ5284,B6723,A320,ZGHZ,ZLXY,202508242247
2025-08-24_CBJ5284_ZGHZ_ZLXY,20250825011305,CBJ5284,B6723,A320,ZGHZ,ZLXY,202508242247
2025-08-24_CBJ5284_ZGHZ_ZLXY,20250824231302,CBJ5284,B6723,A320,ZGHZ,ZLXY,202508242247
2025-08-24_CBJ5284_ZGHZ_ZLXY,20250824225825,CBJ5284,B6723,A320,ZGHZ,ZLXY,202508242247
2025-08-24_CBJ5301_ZLXY_ZSHC,20250825014712,CBJ5301,B6748,A320,ZLXY,ZSHC,202508242331
2025-08-24_CBJ5301_ZLXY_ZSHC,20250825013541,CBJ5301,B6748,A320,ZLXY,ZSHC,202508242331
2025-08-24_CBJ5301_ZLXY_ZSHC,20250825013133,CBJ5301,B6748,A320,ZLXY,ZSHC,202508242331
2025-08-24_CBJ5301_ZLXY_ZSHC,20250825001434,CBJ5301,B6748,A320,ZLXY,ZSHC,202508242331
2025-08-24_CBJ5301_ZLXY_ZSHC,20250824234017,CBJ5301,B6748,A320,ZLXY,ZSHC,202508242331
2025-08-24_CBJ5301_ZLXY_ZSHC,20250824233543,CBJ5301,B6748,A320,ZLXY,ZSHC,202508242331
2025-08-24_CBJ5302_ZSHC_ZLXY,20250824212612,CBJ5302,B6748,A320,ZSHC,ZLXY,202508241858
2025-08-24_CBJ5302_ZSHC_ZLXY,20250824210425,CBJ5302,B6748,A320,ZSHC,ZLXY,202508241858
2025-08-24_CBJ5302_ZSHC_ZLXY,20250824205856,CBJ5302,B6748,A320,ZSHC,ZLXY,202508241858
2025-08-24_CBJ5302_ZSHC_ZLXY,20250824200824,CBJ5302,B6748,A320,ZSHC,ZLXY,202508241858
2025-08-24_CBJ5302_ZSHC_ZLXY,20250824191022,CBJ5302,B6748,A320,ZSHC,ZLXY,202508241858
2025-08-24_CBJ5302_ZSHC_ZLXY,20250824190646,CBJ5302,B6748,A320,ZSHC,ZLXY,202508241858
2025-08-24_CBJ5319_ZLXY_ZLXN,20250825011909,CBJ5319,B6416,A319,ZLXY,ZLXN,202508240741
2025-08-24_CBJ5319_ZLXY_ZLXN,20250824091023,CBJ5319,B6416,A319,ZLXY,ZLXN,202508240741
2025-08-24_CBJ5319_ZLXY_ZLXN,20250824090134,CBJ5319,B6416,A319,ZLXY,ZLXN,202508240741
2025-08-24_CBJ5319_ZLXY_ZLXN,20250824080603,CBJ5319,B6416,A319,ZLXY,ZLXN,202508240741
2025-08-24_CBJ5319_ZLXY_ZLXN,20250824075335,CBJ5319,B6416,A319,ZLXY,ZLXN,202508240741
2025-08-24_CBJ5319_ZLXY_ZLXN,20250824074806,CBJ5319,B6416,A319,ZLXY,ZLXN,202508240741
2025-08-24_CBJ5320_ZLXN_ZLXY,20250825003411,CBJ5320,B6416,A319,ZLXN,ZLXY,202508242234
2025-08-24_CBJ5320_ZLXN_ZLXY,20250825001528,CBJ5320,B6416,A319,ZLXN,ZLXY,202508242234
2025-08-24_CBJ5320_ZLXN_ZLXY,20250824235151,CBJ5320,B6416,A319,ZLXN,ZLXY,202508242234
2025-08-24_CBJ5320_ZLXN_ZLXY,20250824231251,CBJ5320,B6416,A319,ZLXN,ZLXY,202508242234
2025-08-24_CBJ5320_ZLXN_ZLXY,20250824224623,CBJ5320,B6416,A319,ZLXN,ZLXY,202508242234
2025-08-24_CBJ5320_ZLXN_ZLXY,20250824224141,CBJ5320,B6416,A319,ZLXN,ZLXY,202508242234
2025-08-24_CBJ5513_ZLXY_ZSYC,20250824153015,CBJ5513,B6859,A320,ZLXY,ZSYC,202508241328
2025-08-24_CBJ5513_ZLXY_ZSYC,20250824152544,CBJ5513,B6859,A320,ZLXY,ZSYC,202508241328
2025-08-24_CBJ5513_ZLXY_ZSYC,20250824140601,CBJ5513,B6859,A320,ZLXY,ZSYC,202508241328
2025-08-24_CBJ5513_ZLXY_ZSYC,20250824133757,CBJ5513,B6859,A320,ZLXY,ZSYC,202508241328
2025-08-24_CBJ5513_ZLXY_ZSYC,20250824133402,CBJ5513,B6859,A320,ZLXY,ZSYC,202508241328
