FlightKey,ReceiveTime,FlightNo,RegNo,DepAirport,ArrAirport,SOBT,CraftType
2025-07-30_CBG8812_ZLYL_ZLXY,20250731011552,CBG8812,B32J1,ZLYL,ZLXY,202507301305,A320
2025-07-30_CBG8812_ZLXY_ZGNN,20250730175349,CBG8812,B32J1,ZLXY,ZGNN,202507301515,A320
2025-07-30_CBG8812_ZLXY_ZGNN,20250730175241,CBG8812,B32J1,ZLXY,ZGNN,202507301515,A320
2025-07-30_CBG8812_ZLXY_ZGNN,20250730174356,CBG8812,B32J1,ZLXY,ZGNN,202507301515,A320
2025-07-30_CBG8812_ZLYL_ZLXY,20250730172920,CBG8812,B32J1,ZLYL,ZLXY,202507301305,A320
2025-07-30_CBG8812_ZLXY_ZGNN,20250730172526,CBG8812,B32J1,ZLXY,ZGNN,202507301515,A320
2025-07-30_CBG8812_ZLXY_ZGNN,20250730084626,CBG8812,,ZLXY,ZGNN,202507301515,
2025-07-30_CBG8812_ZLYL_ZLXY,20250730084617,CBG8812,B32J1,ZLYL,ZLXY,202507301305,A320
2025-07-30_CBG8812_ZLYL_ZLXY,20250730084020,CBG8812,B32J1,ZLYL,ZLXY,202507301305,A320
2025-07-30_CBG8812_ZLYL_ZLXY,20250730075325,CBG8812,,ZLYL,ZLXY,202507301305,
2025-07-30_CBG8812_ZLXY_ZGNN,20250730003213,CBG8812,,ZLXY,ZGNN,202507301515,
2025-07-30_CBG8812_ZLYL_ZLXY,20250730002453,CBG8812,,ZLYL,ZLXY,202507301305,
2025-07-30_CBG8812_ZLXY_ZGNN,20250729183541,CBG8812,,ZLXY,ZGNN,202507301515,
2025-07-30_CBG8812_ZLYL_ZLXY,20250729182532,CBG8812,,ZLYL,ZLXY,202507301305,
2025-07-30_CBG8812_ZLXY_ZGNN,20250729002322,CBG8812,,ZLXY,ZGNN,202507301515,
2025-07-30_CBG8812_ZLYL_ZLXY,20250729001320,CBG8812,,ZLYL,ZLXY,202507301305,
2025-07-30_CBJ5035_ZGCZ_ZLXY,20250730183244,CBJ5035,B6402,ZGCZ,ZLXY,202507301550,A319
2025-07-30_CBJ5035_ZGCZ_ZLXY,20250730181823,CBJ5035,B6402,ZGCZ,ZLXY,202507301550,A319
2025-07-30_CBJ5035_ZGCZ_ZLXY,20250730181402,CBJ5035,B6402,ZGCZ,ZLXY,202507301550,A319
2025-07-30_CBJ5035_ZGCZ_ZLXY,20250730180828,CBJ5035,B6402,ZGCZ,ZLXY,202507301550,A319
2025-07-30_CBJ5035_ZGCZ_ZLXY,20250730174720,CBJ5035,B6402,ZGCZ,ZLXY,202507301550,A319
2025-07-30_CBJ5035_ZJHK_ZGCZ,20250730174401,CBJ5035,B6402,ZJHK,ZGCZ,202507301330,A319
2025-07-30_CBJ5035_ZGCZ_ZLXY,20250730174359,CBJ5035,B6402,ZGCZ,ZLXY,202507301550,A319
2025-07-30_CBJ5035_ZJHK_ZGCZ,20250730101030,CBJ5035,B6402,ZJHK,ZGCZ,202507301330,A319
2025-07-30_CBJ5035_ZJHK_ZGCZ,20250730003326,CBJ5035,,ZJHK,ZGCZ,202507301330,
2025-07-30_CBJ5035_ZGCZ_ZLXY,20250730003249,CBJ5035,,ZGCZ,ZLXY,202507301550,
2025-07-30_CBJ5035_ZGCZ_ZLXY,20250729183545,CBJ5035,,ZGCZ,ZLXY,202507301550,
2025-07-30_CBJ5035_ZJHK_ZGCZ,20250729183526,CBJ5035,,ZJHK,ZGCZ,202507301330,
2025-07-30_CBJ5035_ZGCZ_ZLXY,20250729002353,CBJ5035,,ZGCZ,ZLXY,202507301550,
2025-07-30_CBJ5035_ZJHK_ZGCZ,20250729002326,CBJ5035,,ZJHK,ZGCZ,202507301330,
2025-07-30_CBJ5036_ZLXY_ZGCZ,20250731011855,CBJ5036,B6402,ZLXY,ZGCZ,202507300635,A319
2025-07-30_CBJ5036_ZGCZ_ZJHK,20250731011809,CBJ5036,B6402,ZGCZ,ZJHK,202507300945,A319
2025-07-30_CBJ5036_ZGCZ_ZJHK,20250730173758,CBJ5036,B6402,ZGCZ,ZJHK,202507300945,A319
2025-07-30_CBJ5036_ZGCZ_ZJHK,20250730110642,CBJ5036,B6402,ZGCZ,ZJHK,202507300945,A319
2025-07-30_CBJ5036_ZLXY_ZGCZ,20250730101035,CBJ5036,B6402,ZLXY,ZGCZ,202507300635,A319
2025-07-30_CBJ5036_ZGCZ_ZJHK,20250730101023,CBJ5036,B6402,ZGCZ,ZJHK,202507300945,A319
2025-07-30_CBJ5036_ZGCZ_ZJHK,20250730100543,CBJ5036,B6402,ZGCZ,ZJHK,202507300945,A319
2025-07-30_CBJ5036_ZLXY_ZGCZ,20250730092423,CBJ5036,B6402,ZLXY,ZGCZ,202507300635,A319
2025-07-30_CBJ5036_ZLXY_ZGCZ,20250730090601,CBJ5036,B6402,ZLXY,ZGCZ,202507300635,A319
2025-07-30_CBJ5036_ZLXY_ZGCZ,20250730070736,CBJ5036,B6402,ZLXY,ZGCZ,202507300635,A319
2025-07-30_CBJ5036_ZGCZ_ZJHK,20250730065757,CBJ5036,B6402,ZGCZ,ZJHK,202507300945,A319
2025-07-30_CBJ5036_ZLXY_ZGCZ,20250730065407,CBJ5036,B6402,ZLXY,ZGCZ,202507300635,A319
2025-07-30_CBJ5036_ZLXY_ZGCZ,20250730063420,CBJ5036,B6402,ZLXY,ZGCZ,202507300635,A319
2025-07-30_CBJ5036_ZLXY_ZGCZ,20250730004734,CBJ5036,B6402,ZLXY,ZGCZ,202507300635,A319
2025-07-30_CBJ5036_ZGCZ_ZJHK,20250730003226,CBJ5036,,ZGCZ,ZJHK,202507300945,
2025-07-30_CBJ5036_ZLXY_ZGCZ,20250730003131,CBJ5036,,ZLXY,ZGCZ,202507300635,
2025-07-30_CBJ5036_ZGCZ_ZJHK,20250729183505,CBJ5036,,ZGCZ,ZJHK,202507300945,
2025-07-30_CBJ5036_ZLXY_ZGCZ,20250729183243,CBJ5036,,ZLXY,ZGCZ,202507300635,
2025-07-30_CBJ5036_ZGCZ_ZJHK,20250729002133,CBJ5036,,ZGCZ,ZJHK,202507300945,
2025-07-30_CBJ5036_ZLXY_ZGCZ,20250729002041,CBJ5036,,ZLXY,ZGCZ,202507300635,
2025-07-30_CBJ5055_ZLXY_ZWYN,20250731011624,CBJ5055,B1245,ZLXY,ZWYN,202507300855,A20N
2025-07-30_CBJ5055_ZLXY_ZWYN,20250731003206,CBJ5055,B1245,ZLXY,ZWYN,202507300855,A20N
2025-07-30_CBJ5055_ZLXY_ZWYN,20250731002446,CBJ5055,B1245,ZLXY,ZWYN,202507300855,A20N
2025-07-30_CBJ5055_ZLXY_ZWYN,20250730173028,CBJ5055,B1245,ZLXY,ZWYN,202507300855,A20N
2025-07-30_CBJ5055_ZLXY_ZWYN,20250730101008,CBJ5055,B1245,ZLXY,ZWYN,202507300855,A20N
2025-07-30_CBJ5055_ZLXY_ZWYN,20250730092405,CBJ5055,B1245,ZLXY,ZWYN,202507300855,A20N
2025-07-30_CBJ5055_ZLXY_ZWYN,20250730085745,CBJ5055,B1245,ZLXY,ZWYN,202507300855,A20N
2025-07-30_CBJ5055_ZLXY_ZWYN,20250730084620,CBJ5055,B1245,ZLXY,ZWYN,202507300855,A20N
2025-07-30_CBJ5055_ZLXY_ZWYN,20250730045407,CBJ5055,B1245,ZLXY,ZWYN,202507300855,A20N
2025-07-30_CBJ5055_ZLXY_ZWYN,20250730002657,CBJ5055,,ZLXY,ZWYN,202507300855,
2025-07-30_CBJ5055_ZLXY_ZWYN,20250729225529,CBJ5055,,ZLXY,ZWYN,202507300855,
2025-07-30_CBJ5055_ZLXY_ZWYN,20250729182852,CBJ5055,,ZLXY,ZWYN,202507300815,
2025-07-30_CBJ5055_ZLXY_ZWYN,20250729001551,CBJ5055,,ZLXY,ZWYN,202507300815,
2025-07-30_CBJ5056_ZWYN_ZLXY,20250730182346,CBJ5056,B1245,ZWYN,ZLXY,202507301410,A20N
2025-07-30_CBJ5056_ZWYN_ZLXY,20250730181758,CBJ5056,B1245,ZWYN,ZLXY,202507301410,A20N
2025-07-30_CBJ5056_ZWYN_ZLXY,20250730180346,CBJ5056,B1245,ZWYN,ZLXY,202507301410,A20N
2025-07-30_CBJ5056_ZWYN_ZLXY,20250730172838,CBJ5056,B1245,ZWYN,ZLXY,202507301410,A20N
2025-07-30_CBJ5056_ZWYN_ZLXY,20250730110149,CBJ5056,B1245,ZWYN,ZLXY,202507301410,A20N
2025-07-30_CBJ5056_ZWYN_ZLXY,20250730002422,CBJ5056,,ZWYN,ZLXY,202507301410,
2025-07-30_CBJ5056_ZWYN_ZLXY,20250729225518,CBJ5056,,ZWYN,ZLXY,202507301410,
2025-07-30_CBJ5056_ZWYN_ZLXY,20250729182509,CBJ5056,,ZWYN,ZLXY,202507301330,
2025-07-30_CBJ5056_ZWYN_ZLXY,20250729001244,CBJ5056,,ZWYN,ZLXY,202507301330,
2025-07-30_CBJ5069_ZLXY_ZYTX,20250731011535,CBJ5069,B1809,ZLXY,ZYTX,202507300655,A320
2025-07-30_CBJ5069_ZLXY_ZYTX,20250731003144,CBJ5069,B1809,ZLXY,ZYTX,202507300655,A320
2025-07-30_CBJ5069_ZLXY_ZYTX,20250731002314,CBJ5069,B1809,ZLXY,ZYTX,202507300655,A320
2025-07-30_CBJ5069_ZLXY_ZYTX,20250730094951,CBJ5069,B1809,ZLXY,ZYTX,202507300655,A320
2025-07-30_CBJ5069_ZLXY_ZYTX,20250730093750,CBJ5069,B1809,ZLXY,ZYTX,202507300655,A320
2025-07-30_CBJ5069_ZLXY_ZYTX,20250730080531,CBJ5069,B1809,ZLXY,ZYTX,202507300655,A320
2025-07-30_CBJ5069_ZLXY_ZYTX,20250730072343,CBJ5069,B1809,ZLXY,ZYTX,202507300655,A320
2025-07-30_CBJ5069_ZLXY_ZYTX,20250730070622,CBJ5069,B1809,ZLXY,ZYTX,202507300655,A320
2025-07-30_CBJ5069_ZLXY_ZYTX,20250730070142,CBJ5069,B1809,ZLXY,ZYTX,202507300655,A320
2025-07-30_CBJ5069_ZLXY_ZYTX,20250730020131,CBJ5069,B1809,ZLXY,ZYTX,202507300655,A320
2025-07-30_CBJ5069_ZLXY_ZYTX,20250730002415,CBJ5069,,ZLXY,ZYTX,202507300655,
2025-07-30_CBJ5069_ZLXY_ZYTX,20250729182446,CBJ5069,,ZLXY,ZYTX,202507300655,
2025-07-30_CBJ5069_ZLXY_ZYTX,20250729001240,CBJ5069,,ZLXY,ZYTX,202507300655,
2025-07-30_CBJ5070_ZYTX_ZLXY,20250731020743,CBJ5070,B9961,ZYTX,ZLXY,202507302200,A320
2025-07-30_CBJ5070_ZYTX_ZLXY,20250731015206,CBJ5070,B9961,ZYTX,ZLXY,202507302200,A320
2025-07-30_CBJ5070_ZYTX_ZLXY,20250731012806,CBJ5070,B9961,ZYTX,ZLXY,202507302200,A320
2025-07-30_CBJ5070_ZYTX_ZLXY,20250731012217,CBJ5070,B9961,ZYTX,ZLXY,202507302200,A320
2025-07-30_CBJ5070_ZYTX_ZLXY,20250730230816,CBJ5070,B9961,ZYTX,ZLXY,202507302200,A320
2025-07-30_CBJ5070_ZYTX_ZLXY,20250730230748,CBJ5070,B9961,ZYTX,ZLXY,202507302200,A320
2025-07-30_CBJ5070_ZYTX_ZLXY,20250730224951,CBJ5070,B9961,ZYTX,ZLXY,202507302200,A320
2025-07-30_CBJ5070_ZYTX_ZLXY,20250730224621,CBJ5070,B9961,ZYTX,ZLXY,202507302200,A320
2025-07-30_CBJ5070_ZYTX_ZLXY,20250730223410,CBJ5070,B9961,ZYTX,ZLXY,202507302200,A320
2025-07-30_CBJ5070_ZYTX_ZLXY,20250730222926,CBJ5070,B9961,ZYTX,ZLXY,202507302200,A320
2025-07-30_CBJ5070_ZYTX_ZLXY,20250730204544,CBJ5070,B9961,ZYTX,ZLXY,202507302200,A320
2025-07-30_CBJ5070_ZYTX_ZLXY,20250730181819,CBJ5070,B9961,ZYTX,ZLXY,202507302200,A320
2025-07-30_CBJ5070_ZYTX_ZLXY,20250730003443,CBJ5070,,ZYTX,ZLXY,202507302200,
2025-07-30_CBJ5070_ZYTX_ZLXY,20250729183809,CBJ5070,,ZYTX,ZLXY,202507302200,
2025-07-30_CBJ5070_ZYTX_ZLXY,20250729002507,CBJ5070,,ZYTX,ZLXY,202507302200,
2025-07-30_CBJ5077_ZLXY_ZUCK,20250731011633,CBJ5077,B6727,ZLXY,ZUCK,202507300805,A320
2025-07-30_CBJ5077_ZLXY_ZUCK,20250731003214,CBJ5077,B6727,ZLXY,ZUCK,202507300805,A320
2025-07-30_CBJ5077_ZLXY_ZUCK,20250731002614,CBJ5077,B6727,ZLXY,ZUCK,202507300805,A320
2025-07-30_CBJ5077_ZLXY_ZUCK,20250730094533,CBJ5077,B6727,ZLXY,ZUCK,202507300805,A320
2025-07-30_CBJ5077_ZLXY_ZUCK,20250730093750,CBJ5077,B6727,ZLXY,ZUCK,202507300805,A320
2025-07-30_CBJ5077_ZLXY_ZUCK,20250730090539,CBJ5077,B6727,ZLXY,ZUCK,202507300805,A320
2025-07-30_CBJ5077_ZLXY_ZUCK,20250730083513,CBJ5077,B6727,ZLXY,ZUCK,202507300805,A320
2025-07-30_CBJ5077_ZLXY_ZUCK,20250730083006,CBJ5077,B6727,ZLXY,ZUCK,202507300805,A320
2025-07-30_CBJ5077_ZLXY_ZUCK,20250730080951,CBJ5077,B6727,ZLXY,ZUCK,202507300805,A320
2025-07-30_CBJ5077_ZLXY_ZUCK,20250730080538,CBJ5077,B6727,ZLXY,ZUCK,202507300805,A320
2025-07-30_CBJ5077_ZLXY_ZUCK,20250730035725,CBJ5077,B6727,ZLXY,ZUCK,202507300805,A320
2025-07-30_CBJ5077_ZLXY_ZUCK,20250730002541,CBJ5077,,ZLXY,ZUCK,202507300805,
2025-07-30_CBJ5077_ZLXY_ZUCK,20250729182554,CBJ5077,,ZLXY,ZUCK,202507300805,
2025-07-30_CBJ5077_ZLXY_ZUCK,20250729001333,CBJ5077,,ZLXY,ZUCK,202507300805,
2025-07-30_CBJ5078_ZUCK_ZLXY,20250731012050,CBJ5078,B6727,ZUCK,ZLXY,202507301045,A320
2025-07-30_CBJ5078_ZUCK_ZLXY,20250730174630,CBJ5078,B6727,ZUCK,ZLXY,202507301045,A320
2025-07-30_CBJ5078_ZUCK_ZLXY,20250730110651,CBJ5078,B6727,ZUCK,ZLXY,202507301045,A320
2025-07-30_CBJ5078_ZUCK_ZLXY,20250730110605,CBJ5078,B6727,ZUCK,ZLXY,202507301045,A320
2025-07-30_CBJ5078_ZUCK_ZLXY,20250730104757,CBJ5078,B6727,ZUCK,ZLXY,202507301045,A320
2025-07-30_CBJ5078_ZUCK_ZLXY,20250730104334,CBJ5078,B6727,ZUCK,ZLXY,202507301045,A320
2025-07-30_CBJ5078_ZUCK_ZLXY,20250730063944,CBJ5078,B6727,ZUCK,ZLXY,202507301045,A320
2025-07-30_CBJ5078_ZUCK_ZLXY,20250730003437,CBJ5078,,ZUCK,ZLXY,202507301045,
2025-07-30_CBJ5078_ZUCK_ZLXY,20250729183749,CBJ5078,,ZUCK,ZLXY,202507301045,
2025-07-30_CBJ5078_ZUCK_ZLXY,20250729002544,CBJ5078,,ZUCK,ZLXY,202507301045,
2025-07-30_CBJ5095_ZLXY_ZGSD,20250730233621,CBJ5095,B6402,ZLXY,ZGSD,202507301900,A319
2025-07-30_CBJ5095_ZLXY_ZGSD,20250730232159,CBJ5095,B6402,ZLXY,ZGSD,202507301900,A319
2025-07-30_CBJ5095_ZLXY_ZGSD,20250730222426,CBJ5095,B6402,ZLXY,ZGSD,202507301900,A319
2025-07-30_CBJ5095_ZLXY_ZGSD,20250730221551,CBJ5095,B6402,ZLXY,ZGSD,202507301900,A319
2025-07-30_CBJ5095_ZLXY_ZGSD,20250730211039,CBJ5095,B6402,ZLXY,ZGSD,202507301900,A319
2025-07-30_CBJ5095_ZLXY_ZGSD,20250730205754,CBJ5095,B6402,ZLXY,ZGSD,202507301900,A319
2025-07-30_CBJ5095_ZLXY_ZGSD,20250730205402,CBJ5095,B6402,ZLXY,ZGSD,202507301900,A319
2025-07-30_CBJ5095_ZLXY_ZGSD,20250730202608,CBJ5095,B6402,ZLXY,ZGSD,202507301900,A319
2025-07-30_CBJ5095_ZLXY_ZGSD,20250730195956,CBJ5095,B6402,ZLXY,ZGSD,202507301900,A319
2025-07-30_CBJ5095_ZLXY_ZGSD,20250730193816,CBJ5095,B6402,ZLXY,ZGSD,202507301900,A319
2025-07-30_CBJ5095_ZLXY_ZGSD,20250730192444,CBJ5095,B6402,ZLXY,ZGSD,202507301900,A319
2025-07-30_CBJ5095_ZLXY_ZGSD,20250730174447,CBJ5095,B6402,ZLXY,ZGSD,202507301900,A319
2025-07-30_CBJ5095_ZLXY_ZGSD,20250730003415,CBJ5095,,ZLXY,ZGSD,202507301900,
2025-07-30_CBJ5095_ZLXY_ZGSD,20250729183627,CBJ5095,,ZLXY,ZGSD,202507301900,
2025-07-30_CBJ5095_ZLXY_ZGSD,20250729002527,CBJ5095,,ZLXY,ZGSD,202507301900,
2025-07-30_CBJ5096_ZGSD_ZLXY,20250801001507,CBJ5096,B6402,ZGSD,ZLXY,202507302245,A319
2025-07-30_CBJ5096_ZGSD_ZLXY,20250731030753,CBJ5096,B6402,ZGSD,ZLXY,202507302245,A319
2025-07-30_CBJ5096_ZGSD_ZLXY,20250731025144,CBJ5096,B6402,ZGSD,ZLXY,202507302245,A319
2025-07-30_CBJ5096_ZGSD_ZLXY,20250731014550,CBJ5096,B6402,ZGSD,ZLXY,202507302245,A319
2025-07-30_CBJ5096_ZGSD_ZLXY,20250731014136,CBJ5096,B6402,ZGSD,ZLXY,202507302245,A319
2025-07-30_CBJ5096_ZGSD_ZLXY,20250731012054,CBJ5096,B6402,ZGSD,ZLXY,202507302245,A319
2025-07-30_CBJ5096_ZGSD_ZLXY,20250731012009,CBJ5096,B6402,ZGSD,ZLXY,202507300040,A319
2025-07-30_CBJ5096_ZGSD_ZLXY,20250731004237,CBJ5096,B6402,ZGSD,ZLXY,202507302245,A319
2025-07-30_CBJ5096_ZGSD_ZLXY,20250731004233,CBJ5096,B6402,ZGSD,ZLXY,202507302245,A319
2025-07-30_CBJ5096_ZGSD_ZLXY,20250731004201,CBJ5096,B6402,ZGSD,ZLXY,202507302245,A319
2025-07-30_CBJ5096_ZGSD_ZLXY,20250731003816,CBJ5096,B6402,ZGSD,ZLXY,202507300040,A319
2025-07-30_CBJ5096_ZGSD_ZLXY,20250731003138,CBJ5096,B6402,ZGSD,ZLXY,202507302245,A319
2025-07-30_CBJ5096_ZGSD_ZLXY,20250731003111,CBJ5096,B6402,ZGSD,ZLXY,202507300040,A319
2025-07-30_CBJ5096_ZGSD_ZLXY,20250731002345,CBJ5096,B6402,ZGSD,ZLXY,202507302245,A319
2025-07-30_CBJ5096_ZGSD_ZLXY,20250730231125,CBJ5096,B6402,ZGSD,ZLXY,202507302245,A319
2025-07-30_CBJ5096_ZGSD_ZLXY,20250730230751,CBJ5096,B6402,ZGSD,ZLXY,202507302245,A319
2025-07-30_CBJ5096_ZGSD_ZLXY,20250730205734,CBJ5096,B6402,ZGSD,ZLXY,202507302245,A319
2025-07-30_CBJ5096_ZGSD_ZLXY,20250730195147,CBJ5096,B6402,ZGSD,ZLXY,202507302245,A319
2025-07-30_CBJ5096_ZGSD_ZLXY,20250730033311,CBJ5096,B6402,ZGSD,ZLXY,202507300040,A319
2025-07-30_CBJ5096_ZGSD_ZLXY,20250730032532,CBJ5096,B6402,ZGSD,ZLXY,202507300040,A319
2025-07-30_CBJ5096_ZGSD_ZLXY,20250730030750,CBJ5096,B6402,ZGSD,ZLXY,202507300040,A319
2025-07-30_CBJ5096_ZGSD_ZLXY,20250730012050,CBJ5096,B6402,ZGSD,ZLXY,202507300040,A319
2025-07-30_CBJ5096_ZGSD_ZLXY,20250730005228,CBJ5096,B6402,ZGSD,ZLXY,202507300040,A319
2025-07-30_CBJ5096_ZGSD_ZLXY,20250730004737,CBJ5096,B6402,ZGSD,ZLXY,202507300040,A319
2025-07-30_CBJ5096_ZGSD_ZLXY,20250730004411,CBJ5096,B6402,ZGSD,ZLXY,202507300040,A319
2025-07-30_CBJ5096_ZGSD_ZLXY,20250730003857,CBJ5096,B6402,ZGSD,ZLXY,202507300040,A319
2025-07-30_CBJ5096_ZGSD_ZLXY,20250730003221,CBJ5096,B6402,ZGSD,ZLXY,202507300040,A319
2025-07-30_CBJ5096_ZGSD_ZLXY,20250730002332,CBJ5096,,ZGSD,ZLXY,202507302245,
2025-07-30_CBJ5096_ZGSD_ZLXY,20250729201625,CBJ5096,B6402,ZGSD,ZLXY,202507300040,A319
2025-07-30_CBJ5096_ZGSD_ZLXY,20250729183639,CBJ5096,,ZGSD,ZLXY,202507300040,
2025-07-30_CBJ5096_ZGSD_ZLXY,20250729182432,CBJ5096,,ZGSD,ZLXY,202507302245,
2025-07-30_CBJ5096_ZGSD_ZLXY,20250729161551,CBJ5096,,ZGSD,ZLXY,202507300040,
2025-07-30_CBJ5096_ZGSD_ZLXY,20250729161520,CBJ5096,,ZGSD,ZLXY,202507302245,
2025-07-30_CBJ5096_ZGSD_ZLXY,20250729002302,CBJ5096,,ZGSD,ZLXY,202507302245,
2025-07-30_CBJ5105_ZSTX_ZSAM,20250730185443,CBJ5105,B1811,ZSTX,ZSAM,202507301710,A320
2025-07-30_CBJ5105_ZSTX_ZSAM,20250730183752,CBJ5105,B1811,ZSTX,ZSAM,202507301710,A320
2025-07-30_CBJ5105_ZSTX_ZSAM,20250730180821,CBJ5105,B1811,ZSTX,ZSAM,202507301710,A320
2025-07-30_CBJ5105_ZSTX_ZSAM,20250730174915,CBJ5105,B1811,ZSTX,ZSAM,202507301710,A320
2025-07-30_CBJ5105_ZSTX_ZSAM,20250730174839,CBJ5105,B1811,ZSTX,ZSAM,202507301710,A320
2025-07-30_CBJ5105_ZSTX_ZSAM,20250730174744,CBJ5105,B1811,ZSTX,ZSAM,202507301710,A320
2025-07-30_CBJ5105_ZSTX_ZSAM,20250730173623,CBJ5105,B1811,ZSTX,ZSAM,202507301710,A320
2025-07-30_CBJ5105_ZLXY_ZSTX,20250730173139,CBJ5105,B1811,ZLXY,ZSTX,202507301410,A320
2025-07-30_CBJ5105_ZLXY_ZSTX,20250730110212,CBJ5105,B1811,ZLXY,ZSTX,202507301410,A320
2025-07-30_CBJ5105_ZSTX_ZSAM,20250730002823,CBJ5105,,ZSTX,ZSAM,202507301710,
2025-07-30_CBJ5105_ZLXY_ZSTX,20250730002807,CBJ5105,,ZLXY,ZSTX,202507301410,
2025-07-30_CBJ5105_ZLXY_ZSTX,20250729182928,CBJ5105,,ZLXY,ZSTX,202507301410,
2025-07-30_CBJ5105_ZSTX_ZSAM,20250729182906,CBJ5105,,ZSTX,ZSAM,202507301710,
2025-07-30_CBJ5105_ZLXY_ZSTX,20250729001646,CBJ5105,,ZLXY,ZSTX,202507301410,
2025-07-30_CBJ5105_ZSTX_ZSAM,20250729001601,CBJ5105,,ZSTX,ZSAM,202507301710,
2025-07-30_CBJ5106_ZSTX_ZLXY,20250730235056,CBJ5106,B1811,ZSTX,ZLXY,202507302135,A320
2025-07-30_CBJ5106_ZSTX_ZLXY,20250730233620,CBJ5106,B1811,ZSTX,ZLXY,202507302135,A320
2025-07-30_CBJ5106_ZSTX_ZLXY,20250730232546,CBJ5106,B1811,ZSTX,ZLXY,202507302135,A320
2025-07-30_CBJ5106_ZSTX_ZLXY,20250730221118,CBJ5106,B1811,ZSTX,ZLXY,202507302135,A320
2025-07-30_CBJ5106_ZSTX_ZLXY,20250730214337,CBJ5106,B1811,ZSTX,ZLXY,202507302135,A320
2025-07-30_CBJ5106_ZSTX_ZLXY,20250730213815,CBJ5106,B1811,ZSTX,ZLXY,202507302135,A320
2025-07-30_CBJ5106_ZSTX_ZLXY,20250730213224,CBJ5106,B1811,ZSTX,ZLXY,202507302135,A320
2025-07-30_CBJ5106_ZSAM_ZSTX,20250730211602,CBJ5106,B1811,ZSAM,ZSTX,202507301925,A320
2025-07-30_CBJ5106_ZSAM_ZSTX,20250730210116,CBJ5106,B1811,ZSAM,ZSTX,202507301925,A320
2025-07-30_CBJ5106_ZSAM_ZSTX,20250730200742,CBJ5106,B1811,ZSAM,ZSTX,202507301925,A320
2025-07-30_CBJ5106_ZSAM_ZSTX,20250730194720,CBJ5106,B1811,ZSAM,ZSTX,202507301925,A320
