FlightKey,ReceiveTime,FlightNo,RegNo,DepAirport,ArrAirport,SOBT,CraftType
2025-08-24_GCR7686_ZGOW_ZHSY,20250824192402,GCR7686,B3182,ZGOW,ZHSY,202508241710,E190
2025-08-24_GCR7686_ZHSY_ZLXY,20250824181847,GCR7686,B3182,ZHSY,ZLXY,202508242100,E190
2025-08-24_GCR7686_ZGOW_ZHSY,20250824172611,GCR7686,B3182,ZGOW,ZHSY,202508241710,E190
2025-08-24_GCR7686_ZGOW_ZHSY,20250824171819,GCR7686,B3182,ZGOW,ZHSY,202508241710,E190
2025-08-24_GCR7686_ZGOW_ZHSY,20250824171226,GCR7686,B3182,ZGOW,ZHSY,202508241710,E190
2025-08-24_GCR7686_ZGOW_ZHSY,20250824143419,GCR7686,B3182,ZGOW,ZHSY,202508241710,E190
2025-08-24_GCR7686_ZGOW_ZHSY,20250824003735,GCR7686,,ZGOW,ZHSY,202508241710,
2025-08-24_GCR7686_ZHSY_ZLXY,20250824002953,GCR7686,,ZHSY,ZLXY,202508242100,
2025-08-24_GCR7686_ZHSY_ZLXY,20250823183340,GCR7686,,ZHSY,ZLXY,202508242100,
2025-08-24_GCR7686_ZGOW_ZHSY,20250823182658,GCR7686,,ZGOW,ZHSY,202508241710,
2025-08-24_GCR7686_ZGOW_ZHSY,20250823002047,GCR7686,,ZGOW,ZHSY,202508241710,
2025-08-24_GCR7686_ZHSY_ZLXY,20250823001330,GCR7686,,ZHSY,ZLXY,202508242100,
2025-08-24_GCR7687_ZGYL_ZJHK,20250824211625,GCR7687,B3119,ZGYL,ZJHK,202508242015,E190
2025-08-24_GCR7687_ZGYL_ZJHK,20250824211037,GCR7687,B3119,ZGYL,ZJHK,202508242015,E190
2025-08-24_GCR7687_ZGYL_ZJHK,20250824210419,GCR7687,B3119,ZGYL,ZJHK,202508242015,E190
2025-08-24_GCR7687_ZLXY_ZGYL,20250824203420,GCR7687,B3119,ZLXY,ZGYL,202508241645,E190
2025-08-24_GCR7687_ZGYL_ZJHK,20250824203419,GCR7687,B3119,ZGYL,ZJHK,202508242015,E190
2025-08-24_GCR7687_ZGYL_ZJHK,20250824202021,GCR7687,B3119,ZGYL,ZJHK,202508242015,E190
2025-08-24_GCR7687_ZLXY_ZGYL,20250824195632,GCR7687,B3119,ZLXY,ZGYL,202508241645,E190
2025-08-24_GCR7687_ZLXY_ZGYL,20250824191957,GCR7687,B3119,ZLXY,ZGYL,202508241645,E190
2025-08-24_GCR7687_ZLXY_ZGYL,20250824165245,GCR7687,B3119,ZLXY,ZGYL,202508241645,E190
2025-08-24_GCR7687_ZLXY_ZGYL,20250824164620,GCR7687,B3119,ZLXY,ZGYL,202508241645,E190
2025-08-24_GCR7687_ZGYL_ZJHK,20250824152020,GCR7687,B3119,ZGYL,ZJHK,202508242015,E190
2025-08-24_GCR7687_ZLXY_ZGYL,20250824121812,GCR7687,B3119,ZLXY,ZGYL,202508241645,E190
2025-08-24_GCR7687_ZLXY_ZGYL,20250824082412,GCR7687,,ZLXY,ZGYL,202508241645,
2025-08-24_GCR7687_ZGYL_ZJHK,20250824082411,GCR7687,,ZGYL,ZJHK,202508242015,
2025-08-24_GCR7687_ZGYL_ZJHK,20250824003558,GCR7687,,ZGYL,ZJHK,202508241925,
2025-08-24_GCR7687_ZLXY_ZGYL,20250824003454,GCR7687,,ZLXY,ZGYL,202508241555,
2025-08-24_GCR7687_ZLXY_ZGYL,20250823182545,GCR7687,,ZLXY,ZGYL,202508241555,
2025-08-24_GCR7687_ZGYL_ZJHK,20250823182517,GCR7687,,ZGYL,ZJHK,202508241925,
2025-08-24_GCR7687_ZLXY_ZGYL,20250823001857,GCR7687,,ZLXY,ZGYL,202508241555,
2025-08-24_GCR7687_ZGYL_ZJHK,20250823001737,GCR7687,,ZGYL,ZJHK,202508241925,
2025-08-24_GCR7688_ZJHK_ZGYL,20250825011627,GCR7688,B3119,ZJHK,ZGYL,202508241115,E190
2025-08-24_GCR7688_ZJHK_ZGYL,20250825002330,GCR7688,B3119,ZJHK,ZGYL,202508241115,E190
2025-08-24_GCR7688_ZJHK_ZGYL,20250825001351,GCR7688,B3119,ZJHK,ZGYL,202508241115,E190
2025-08-24_GCR7688_ZGYL_ZLXY,20250824154025,GCR7688,B3119,ZGYL,ZLXY,202508241300,E190
