FlightKey,ReceiveTime,FlightNo,RegNo,CraftType,DepAirport,ArrAirport,FODC_ATOT
2025-08-01_CBG8812_ZLYL_ZLXY,20250801140639,CBG8812,B32J1,A320,ZLYL,ZLXY,202508011325
2025-08-01_CBG8812_ZLYL_ZLXY,20250801133425,CBG8812,B32J1,A320,ZLYL,ZLXY,202508011325
2025-08-01_CBJ5035_ZJHK_ZGCZ,20250802003439,CBJ5035,B6180,A319,ZJHK,ZGCZ,202508011414
2025-08-01_CBJ5035_ZJHK_ZGCZ,20250802002436,CBJ5035,B6180,A319,ZJHK,ZGCZ,202508011414
2025-08-01_CBJ5035_ZGCZ_ZLXY,20250801183549,CBJ5035,B6180,A319,ZGCZ,ZLXY,202508011622
2025-08-01_CBJ5035_ZGCZ_ZLXY,20250801183317,CBJ5035,B6180,A319,ZGCZ,ZLXY,202508011622
2025-08-01_CBJ5035_ZGCZ_ZLXY,20250801182702,CBJ5035,B6180,A319,ZGCZ,ZLXY,202508011622
2025-08-01_CBJ5035_ZGCZ_ZLXY,20250801181018,CBJ5035,B6180,A319,ZGCZ,ZLXY,202508011622
2025-08-01_CBJ5035_ZGCZ_ZLXY,20250801170955,CBJ5035,B6180,A319,ZGCZ,ZLXY,202508011622
2025-08-01_CBJ5035_ZGCZ_ZLXY,20250801164158,CBJ5035,B6180,A319,ZGCZ,ZLXY,202508011622
2025-08-01_CBJ5035_ZJHK_ZGCZ,20250801164145,CBJ5035,B6180,A319,ZJHK,ZGCZ,202508011414
2025-08-01_CBJ5035_ZGCZ_ZLXY,20250801163626,CBJ5035,B6180,A319,ZGCZ,ZLXY,202508011622
2025-08-01_CBJ5035_ZJHK_ZGCZ,20250801163611,CBJ5035,B6180,A319,ZJHK,ZGCZ,202508011414
2025-08-01_CBJ5035_ZGCZ_ZLXY,20250801163045,CBJ5035,B6180,A319,ZGCZ,ZLXY,202508011622
2025-08-01_CBJ5035_ZJHK_ZGCZ,20250801154021,CBJ5035,B6180,A319,ZJHK,ZGCZ,202508011414
2025-08-01_CBJ5035_ZJHK_ZGCZ,20250801153416,CBJ5035,B6180,A319,ZJHK,ZGCZ,202508011414
2025-08-01_CBJ5035_ZJHK_ZGCZ,20250801152823,CBJ5035,B6180,A319,ZJHK,ZGCZ,202508011414
2025-08-01_CBJ5035_ZJHK_ZGCZ,20250801150819,CBJ5035,B6180,A319,ZJHK,ZGCZ,202508011414
2025-08-01_CBJ5035_ZJHK_ZGCZ,20250801142611,CBJ5035,B6180,A319,ZJHK,ZGCZ,202508011414
2025-08-01_CBJ5036_ZGCZ_ZJHK,20250802011743,CBJ5036,B6867,A320,ZGCZ,ZJHK,202508010953
2025-08-01_CBJ5036_ZLXY_ZGCZ,20250802011743,CBJ5036,B6867,A320,ZLXY,ZGCZ,202508010655
2025-08-01_CBJ5036_ZLXY_ZGCZ,20250802003532,CBJ5036,B6867,A320,ZLXY,ZGCZ,202508010655
2025-08-01_CBJ5036_ZLXY_ZGCZ,20250802002612,CBJ5036,B6867,A320,ZLXY,ZGCZ,202508010655
2025-08-01_CBJ5036_ZGCZ_ZJHK,20250801114407,CBJ5036,B6867,A320,ZGCZ,ZJHK,202508010953
2025-08-01_CBJ5036_ZGCZ_ZJHK,20250801114007,CBJ5036,B6867,A320,ZGCZ,ZJHK,202508010953
2025-08-01_CBJ5036_ZGCZ_ZJHK,20250801113021,CBJ5036,B6867,A320,ZGCZ,ZJHK,202508010953
2025-08-01_CBJ5036_ZGCZ_ZJHK,20250801100645,CBJ5036,B6867,A320,ZGCZ,ZJHK,202508010953
2025-08-01_CBJ5036_ZLXY_ZGCZ,20250801100636,CBJ5036,B6867,A320,ZLXY,ZGCZ,202508010655
2025-08-01_CBJ5036_ZGCZ_ZJHK,20250801100020,CBJ5036,B6867,A320,ZGCZ,ZJHK,202508010953
2025-08-01_CBJ5036_ZLXY_ZGCZ,20250801092415,CBJ5036,B6867,A320,ZLXY,ZGCZ,202508010655
2025-08-01_CBJ5036_ZLXY_ZGCZ,20250801085810,CBJ5036,B6867,A320,ZLXY,ZGCZ,202508010655
2025-08-01_CBJ5036_ZLXY_ZGCZ,20250801070837,CBJ5036,B6867,A320,ZLXY,ZGCZ,202508010655
2025-08-01_CBJ5055_ZLXY_ZWYN,20250802011540,CBJ5055,B1249,A20N,ZLXY,ZWYN,202508010842
2025-08-01_CBJ5055_ZLXY_ZWYN,20250801125209,CBJ5055,B1249,A20N,ZLXY,ZWYN,202508010842
2025-08-01_CBJ5055_ZLXY_ZWYN,20250801124616,CBJ5055,B1249,A20N,ZLXY,ZWYN,202508010842
2025-08-01_CBJ5055_ZLXY_ZWYN,20250801124142,CBJ5055,B1249,A20N,ZLXY,ZWYN,202508010842
2025-08-01_CBJ5055_ZLXY_ZWYN,20250801090824,CBJ5055,B1249,A20N,ZLXY,ZWYN,202508010842
2025-08-01_CBJ5055_ZLXY_ZWYN,20250801085352,CBJ5055,B1249,A20N,ZLXY,ZWYN,202508010842
2025-08-01_CBJ5056_ZWYN_ZLXY,20250801174615,CBJ5056,B1249,A20N,ZWYN,ZLXY,202508011345
2025-08-01_CBJ5056_ZWYN_ZLXY,20250801172613,CBJ5056,B1249,A20N,ZWYN,ZLXY,202508011345
2025-08-01_CBJ5056_ZWYN_ZLXY,20250801140613,CBJ5056,B1249,A20N,ZWYN,ZLXY,202508011345
2025-08-01_CBJ5056_ZWYN_ZLXY,20250801135152,CBJ5056,B1249,A20N,ZWYN,ZLXY,202508011345
2025-08-01_CBJ5069_ZLXY_ZYTX,20250802011732,CBJ5069,B6727,A320,ZLXY,ZYTX,202508010723
2025-08-01_CBJ5069_ZLXY_ZYTX,20250802003541,CBJ5069,B6727,A320,ZLXY,ZYTX,202508010723
2025-08-01_CBJ5069_ZLXY_ZYTX,20250802002719,CBJ5069,B6727,A320,ZLXY,ZYTX,202508010723
2025-08-01_CBJ5069_ZLXY_ZYTX,20250801100020,CBJ5069,B6727,A320,ZLXY,ZYTX,202508010723
2025-08-01_CBJ5069_ZLXY_ZYTX,20250801095616,CBJ5069,B6727,A320,ZLXY,ZYTX,202508010723
2025-08-01_CBJ5069_ZLXY_ZYTX,20250801095146,CBJ5069,B6727,A320,ZLXY,ZYTX,202508010723
2025-08-01_CBJ5069_ZLXY_ZYTX,20250801094220,CBJ5069,B6727,A320,ZLXY,ZYTX,202508010723
2025-08-01_CBJ5069_ZLXY_ZYTX,20250801093623,CBJ5069,B6727,A320,ZLXY,ZYTX,202508010723
2025-08-01_CBJ5069_ZLXY_ZYTX,20250801080832,CBJ5069,B6727,A320,ZLXY,ZYTX,202508010723
2025-08-01_CBJ5069_ZLXY_ZYTX,20250801073012,CBJ5069,B6727,A320,ZLXY,ZYTX,202508010723
2025-08-01_CBJ5070_ZYTX_ZLXY,20250802012345,CBJ5070,B8171,A320,ZYTX,ZLXY,202508012213
2025-08-01_CBJ5070_ZYTX_ZLXY,20250802012113,CBJ5070,B8171,A320,ZYTX,ZLXY,202508012213
2025-08-01_CBJ5070_ZYTX_ZLXY,20250802012052,CBJ5070,B8171,A320,ZYTX,ZLXY,202508012213
2025-08-01_CBJ5070_ZYTX_ZLXY,20250802010322,CBJ5070,B8171,A320,ZYTX,ZLXY,202508012213
2025-08-01_CBJ5070_ZYTX_ZLXY,20250801230617,CBJ5070,B8171,A320,ZYTX,ZLXY,202508012213
2025-08-01_CBJ5070_ZYTX_ZLXY,20250801222438,CBJ5070,B8171,A320,ZYTX,ZLXY,202508012213
2025-08-01_CBJ5077_ZLXY_ZUCK,20250802011610,CBJ5077,B1603,A320,ZLXY,ZUCK,202508010824
2025-08-01_CBJ5077_ZLXY_ZUCK,20250802003431,CBJ5077,B1603,A320,ZLXY,ZUCK,202508010824
2025-08-01_CBJ5077_ZLXY_ZUCK,20250802002436,CBJ5077,B1603,A320,ZLXY,ZUCK,202508010824
2025-08-01_CBJ5077_ZLXY_ZUCK,20250801094210,CBJ5077,B1603,A320,ZLXY,ZUCK,202508010824
2025-08-01_CBJ5077_ZLXY_ZUCK,20250801093607,CBJ5077,B1603,A320,ZLXY,ZUCK,202508010824
2025-08-01_CBJ5077_ZLXY_ZUCK,20250801090815,CBJ5077,B1603,A320,ZLXY,ZUCK,202508010824
2025-08-01_CBJ5077_ZLXY_ZUCK,20250801083156,CBJ5077,B1603,A320,ZLXY,ZUCK,202508010824
2025-08-01_CBJ5078_ZUCK_ZLXY,20250802011953,CBJ5078,B1603,A320,ZUCK,ZLXY,202508011046
2025-08-01_CBJ5078_ZUCK_ZLXY,20250801121356,CBJ5078,B1603,A320,ZUCK,ZLXY,202508011046
2025-08-01_CBJ5078_ZUCK_ZLXY,20250801120440,CBJ5078,B1603,A320,ZUCK,ZLXY,202508011046
2025-08-01_CBJ5078_ZUCK_ZLXY,20250801111039,CBJ5078,B1603,A320,ZUCK,ZLXY,202508011046
2025-08-01_CBJ5078_ZUCK_ZLXY,20250801110017,CBJ5078,B1603,A320,ZUCK,ZLXY,202508011046
2025-08-01_CBJ5078_ZUCK_ZLXY,20250801105431,CBJ5078,B1603,A320,ZUCK,ZLXY,202508011046
2025-08-01_CBJ5095_ZLXY_ZGSD,20250801221809,CBJ5095,B6180,A319,ZLXY,ZGSD,202508011921
2025-08-01_CBJ5095_ZLXY_ZGSD,20250801221201,CBJ5095,B6180,A319,ZLXY,ZGSD,202508011921
2025-08-01_CBJ5095_ZLXY_ZGSD,20250801220143,CBJ5095,B6180,A319,ZLXY,ZGSD,202508011921
2025-08-01_CBJ5095_ZLXY_ZGSD,20250801201327,CBJ5095,B6180,A319,ZLXY,ZGSD,202508011921
2025-08-01_CBJ5095_ZLXY_ZGSD,20250801193014,CBJ5095,B6180,A319,ZLXY,ZGSD,202508011921
2025-08-01_CBJ5096_ZGSD_ZLXY,20250802023602,CBJ5096,B6180,A319,ZGSD,ZLXY,202508012356
2025-08-01_CBJ5096_ZGSD_ZLXY,20250802022313,CBJ5096,B6180,A319,ZGSD,ZLXY,202508012356
2025-08-01_CBJ5096_ZGSD_ZLXY,20250802012034,CBJ5096,B6180,A319,ZGSD,ZLXY,202508012356
2025-08-01_CBJ5096_ZGSD_ZLXY,20250802002519,CBJ5096,B6180,A319,ZGSD,ZLXY,202508012356
2025-08-01_CBJ5105_ZSTX_ZSAM,20250801230554,CBJ5105,B6898,A320,ZSTX,ZSAM,202508012142
2025-08-01_CBJ5105_ZSTX_ZSAM,20250801230034,CBJ5105,B6898,A320,ZSTX,ZSAM,202508012142
2025-08-01_CBJ5105_ZSTX_ZSAM,20250801225442,CBJ5105,B6898,A320,ZSTX,ZSAM,202508012142
2025-08-01_CBJ5105_ZSTX_ZSAM,20250801220628,CBJ5105,B6898,A320,ZSTX,ZSAM,202508012142
2025-08-01_CBJ5105_ZSTX_ZSAM,20250801215646,CBJ5105,B6898,A320,ZSTX,ZSAM,202508012142
2025-08-01_CBJ5105_ZLXY_ZSTX,20250801210626,CBJ5105,B6898,A320,ZLXY,ZSTX,202508011856
2025-08-01_CBJ5105_ZLXY_ZSTX,20250801205531,CBJ5105,B6898,A320,ZLXY,ZSTX,202508011856
2025-08-01_CBJ5105_ZLXY_ZSTX,20250801190748,CBJ5105,B6898,A320,ZLXY,ZSTX,202508011856
2025-08-01_CBJ5123_ZBHH_ZBMZ,20250802011919,CBJ5123,B8072,A320,ZBHH,ZBMZ,202508011024
2025-08-01_CBJ5123_ZLXY_ZBHH,20250802011756,CBJ5123,B8072,A320,ZLXY,ZBHH,202508010754
2025-08-01_CBJ5123_ZBHH_ZBMZ,20250801131610,CBJ5123,B8072,A320,ZBHH,ZBMZ,202508011024
2025-08-01_CBJ5123_ZBHH_ZBMZ,20250801131043,CBJ5123,B8072,A320,ZBHH,ZBMZ,202508011024
2025-08-01_CBJ5123_ZBHH_ZBMZ,20250801124159,CBJ5123,B8072,A320,ZBHH,ZBMZ,202508011024
2025-08-01_CBJ5123_ZBHH_ZBMZ,20250801121348,CBJ5123,B8072,A320,ZBHH,ZBMZ,202508011024
2025-08-01_CBJ5123_ZBHH_ZBMZ,20250801112020,CBJ5123,B8072,A320,ZBHH,ZBMZ,202508011024
2025-08-01_CBJ5123_ZBHH_ZBMZ,20250801111029,CBJ5123,B8072,A320,ZBHH,ZBMZ,202508011024
2025-08-01_CBJ5123_ZBHH_ZBMZ,20250801103605,CBJ5123,B8072,A320,ZBHH,ZBMZ,202508011024
2025-08-01_CBJ5123_ZBHH_ZBMZ,20250801103016,CBJ5123,B8072,A320,ZBHH,ZBMZ,202508011024
2025-08-01_CBJ5123_ZLXY_ZBHH,20250801094232,CBJ5123,B8072,A320,ZLXY,ZBHH,202508010754
2025-08-01_CBJ5123_ZLXY_ZBHH,20250801093620,CBJ5123,B8072,A320,ZLXY,ZBHH,202508010754
2025-08-01_CBJ5123_ZLXY_ZBHH,20250801093030,CBJ5123,B8072,A320,ZLXY,ZBHH,202508010754
2025-08-01_CBJ5123_ZLXY_ZBHH,20250801080852,CBJ5123,B8072,A320,ZLXY,ZBHH,202508010754
2025-08-01_CBJ5123_ZLXY_ZBHH,20250801080213,CBJ5123,B8072,A320,ZLXY,ZBHH,202508010754
2025-08-01_CBJ5124_ZBMZ_ZBHH,20250802011926,CBJ5124,B8072,A320,ZBMZ,ZBHH,202508011259
2025-08-01_CBJ5124_ZBHH_ZLXY,20250801172604,CBJ5124,B8072,A320,ZBHH,ZLXY,202508011544
2025-08-01_CBJ5124_ZBHH_ZLXY,20250801171407,CBJ5124,B8072,A320,ZBHH,ZLXY,202508011544
2025-08-01_CBJ5124_ZBHH_ZLXY,20250801160529,CBJ5124,B8072,A320,ZBHH,ZLXY,202508011544
2025-08-01_CBJ5124_ZBHH_ZLXY,20250801155418,CBJ5124,B8072,A320,ZBHH,ZLXY,202508011544
2025-08-01_CBJ5124_ZBHH_ZLXY,20250801154945,CBJ5124,B8072,A320,ZBHH,ZLXY,202508011544
2025-08-01_CBJ5124_ZBMZ_ZBHH,20250801150847,CBJ5124,B8072,A320,ZBMZ,ZBHH,202508011259
2025-08-01_CBJ5124_ZBMZ_ZBHH,20250801150216,CBJ5124,B8072,A320,ZBMZ,ZBHH,202508011259
2025-08-01_CBJ5124_ZBMZ_ZBHH,20250801145227,CBJ5124,B8072,A320,ZBMZ,ZBHH,202508011259
2025-08-01_CBJ5124_ZBMZ_ZBHH,20250801134645,CBJ5124,B8072,A320,ZBMZ,ZBHH,202508011259
2025-08-01_CBJ5124_ZBMZ_ZBHH,20250801131614,CBJ5124,B8072,A320,ZBMZ,ZBHH,202508011259
2025-08-01_CBJ5124_ZBMZ_ZBHH,20250801130558,CBJ5124,B8072,A320,ZBMZ,ZBHH,202508011259
2025-08-01_CBJ5159_ZLXY_ZSQD,20250802011739,CBJ5159,B322N,A20N,ZLXY,ZSQD,202508010724
2025-08-01_CBJ5159_ZLXY_ZSQD,20250802003610,CBJ5159,B322N,A20N,ZLXY,ZSQD,202508010724
2025-08-01_CBJ5159_ZLXY_ZSQD,20250802002612,CBJ5159,B322N,A20N,ZLXY,ZSQD,202508010724
2025-08-01_CBJ5159_ZLXY_ZSQD,20250801094218,CBJ5159,B322N,A20N,ZLXY,ZSQD,202508010724
2025-08-01_CBJ5159_ZLXY_ZSQD,20250801093030,CBJ5159,B322N,A20N,ZLXY,ZSQD,202508010724
2025-08-01_CBJ5159_ZLXY_ZSQD,20250801092422,CBJ5159,B322N,A20N,ZLXY,ZSQD,202508010724
2025-08-01_CBJ5159_ZLXY_ZSQD,20250801092020,CBJ5159,B322N,A20N,ZLXY,ZSQD,202508010724
2025-08-01_CBJ5159_ZLXY_ZSQD,20250801080832,CBJ5159,B322N,A20N,ZLXY,ZSQD,202508010724
2025-08-01_CBJ5159_ZLXY_ZSQD,20250801073622,CBJ5159,B322N,A20N,ZLXY,ZSQD,202508010724
2025-08-01_CBJ5159_ZLXY_ZSQD,20250801073012,CBJ5159,B322N,A20N,ZLXY,ZSQD,202508010724
2025-08-01_CBJ5160_ZSQD_ZLXY,20250802011743,CBJ5160,B322N,A20N,ZSQD,ZLXY,202508011017
2025-08-01_CBJ5160_ZSQD_ZLXY,20250801123627,CBJ5160,B322N,A20N,ZSQD,ZLXY,202508011017
2025-08-01_CBJ5160_ZSQD_ZLXY,20250801121758,CBJ5160,B322N,A20N,ZSQD,ZLXY,202508011017
2025-08-01_CBJ5160_ZSQD_ZLXY,20250801111029,CBJ5160,B322N,A20N,ZSQD,ZLXY,202508011017
2025-08-01_CBJ5160_ZSQD_ZLXY,20250801103020,CBJ5160,B322N,A20N,ZSQD,ZLXY,202508011017
2025-08-01_CBJ5160_ZSQD_ZLXY,20250801102422,CBJ5160,B322N,A20N,ZSQD,ZLXY,202508011017
2025-08-01_CBJ5175_ZJSY_ZLXY,20250802014123,CBJ5175,B322N,A20N,ZJSY,ZLXY,202508012216
2025-08-01_CBJ5175_ZJSY_ZLXY,20250802013614,CBJ5175,B322N,A20N,ZJSY,ZLXY,202508012216
2025-08-01_CBJ5175_ZJSY_ZLXY,20250802012340,CBJ5175,B322N,A20N,ZJSY,ZLXY,202508012216
2025-08-01_CBJ5175_ZJSY_ZLXY,20250801230551,CBJ5175,B322N,A20N,ZJSY,ZLXY,202508012216
2025-08-01_CBJ5175_ZJSY_ZLXY,20250801222917,CBJ5175,B322N,A20N,ZJSY,ZLXY,202508012216
2025-08-01_CBJ5175_ZJSY_ZLXY,20250801222420,CBJ5175,B322N,A20N,ZJSY,ZLXY,202508012216
2025-08-01_CBJ5176_ZLXY_ZJSY,20250801163606,CBJ5176,B322N,A20N,ZLXY,ZJSY,202508011331
2025-08-01_CBJ5176_ZLXY_ZJSY,20250801163022,CBJ5176,B322N,A20N,ZLXY,ZJSY,202508011331
2025-08-01_CBJ5176_ZLXY_ZJSY,20250801162405,CBJ5176,B322N,A20N,ZLXY,ZJSY,202508011331
2025-08-01_CBJ5176_ZLXY_ZJSY,20250801140605,CBJ5176,B322N,A20N,ZLXY,ZJSY,202508011331
2025-08-01_CBJ5176_ZLXY_ZJSY,20250801134010,CBJ5176,B322N,A20N,ZLXY,ZJSY,202508011331
2025-08-01_CBJ5205_ZLXY_ZPLJ,20250802011848,CBJ5205,B6402,A319,ZLXY,ZPLJ,202508010751
2025-08-01_CBJ5205_ZLXY_ZPLJ,20250802004012,CBJ5205,B6402,A319,ZLXY,ZPLJ,202508010751
2025-08-01_CBJ5205_ZLXY_ZPLJ,20250802002750,CBJ5205,B6402,A319,ZLXY,ZPLJ,202508010751
2025-08-01_CBJ5205_ZLXY_ZPLJ,20250801100649,CBJ5205,B6402,A319,ZLXY,ZPLJ,202508010751
2025-08-01_CBJ5205_ZLXY_ZPLJ,20250801100024,CBJ5205,B6402,A319,ZLXY,ZPLJ,202508010751
2025-08-01_CBJ5205_ZLXY_ZPLJ,20250801080913,CBJ5205,B6402,A319,ZLXY,ZPLJ,202508010751
2025-08-01_CBJ5205_ZLXY_ZPLJ,20250801075811,CBJ5205,B6402,A319,ZLXY,ZPLJ,202508010751
2025-08-01_CBJ5206_ZPLJ_ZLXY,20250802004249,CBJ5206,B6402,A319,ZPLJ,ZLXY,202508012205
2025-08-01_CBJ5206_ZPLJ_ZLXY,20250802004221,CBJ5206,B6402,A319,ZPLJ,ZLXY,202508012205
2025-08-01_CBJ5206_ZPLJ_ZLXY,20250802003317,CBJ5206,B6402,A319,ZPLJ,ZLXY,202508012205
2025-08-01_CBJ5206_ZPLJ_ZLXY,20250801230548,CBJ5206,B6402,A319,ZPLJ,ZLXY,202508012205
2025-08-01_CBJ5206_ZPLJ_ZLXY,20250801221813,CBJ5206,B6402,A319,ZPLJ,ZLXY,202508012205
2025-08-01_CBJ5241_ZLXY_ZPDL,20250802011706,CBJ5241,B1811,A320,ZLXY,ZPDL,202508010738
2025-08-01_CBJ5241_ZLXY_ZPDL,20250802003525,CBJ5241,B1811,A320,ZLXY,ZPDL,202508010738
2025-08-01_CBJ5241_ZLXY_ZPDL,20250802002549,CBJ5241,B1811,A320,ZLXY,ZPDL,202508010738
2025-08-01_CBJ5241_ZLXY_ZPDL,20250801095606,CBJ5241,B1811,A320,ZLXY,ZPDL,202508010738
2025-08-01_CBJ5241_ZLXY_ZPDL,20250801095137,CBJ5241,B1811,A320,ZLXY,ZPDL,202508010738
2025-08-01_CBJ5241_ZLXY_ZPDL,20250801080839,CBJ5241,B1811,A320,ZLXY,ZPDL,202508010738
2025-08-01_CBJ5241_ZLXY_ZPDL,20250801074751,CBJ5241,B1811,A320,ZLXY,ZPDL,202508010738
2025-08-01_CBJ5242_ZPDL_ZLXY,20250802011850,CBJ5242,B1811,A320,ZPDL,ZLXY,202508011047
2025-08-01_CBJ5242_ZPDL_ZLXY,20250801132340,CBJ5242,B1811,A320,ZPDL,ZLXY,202508011047
2025-08-01_CBJ5242_ZPDL_ZLXY,20250801130613,CBJ5242,B1811,A320,ZPDL,ZLXY,202508011047
2025-08-01_CBJ5242_ZPDL_ZLXY,20250801130126,CBJ5242,B1811,A320,ZPDL,ZLXY,202508011047
2025-08-01_CBJ5242_ZPDL_ZLXY,20250801111008,CBJ5242,B1811,A320,ZPDL,ZLXY,202508011047
2025-08-01_CBJ5242_ZPDL_ZLXY,20250801105416,CBJ5242,B1811,A320,ZPDL,ZLXY,202508011047
2025-08-01_CBJ5283_ZLXY_ZGHZ,20250801214005,CBJ5283,B8072,A320,ZLXY,ZGHZ,202508011852
2025-08-01_CBJ5283_ZLXY_ZGHZ,20250801213552,CBJ5283,B8072,A320,ZLXY,ZGHZ,202508011852
2025-08-01_CBJ5283_ZLXY_ZGHZ,20250801213026,CBJ5283,B8072,A320,ZLXY,ZGHZ,202508011852
2025-08-01_CBJ5283_ZLXY_ZGHZ,20250801190742,CBJ5283,B8072,A320,ZLXY,ZGHZ,202508011852
2025-08-01_CBJ5283_ZLXY_ZGHZ,20250801190305,CBJ5283,B8072,A320,ZLXY,ZGHZ,202508011852
2025-08-01_CBJ5284_ZGHZ_ZLXY,20250802011626,CBJ5284,B8072,A320,ZGHZ,ZLXY,202508010040
2025-08-01_CBJ5284_ZGHZ_ZLXY,20250802010316,CBJ5284,B8072,A320,ZGHZ,ZLXY,202508012228
2025-08-01_CBJ5284_ZGHZ_ZLXY,20250802005006,CBJ5284,B8072,A320,ZGHZ,ZLXY,202508012228
2025-08-01_CBJ5284_ZGHZ_ZLXY,20250802003449,CBJ5284,B8072,A320,ZGHZ,ZLXY,202508010040
2025-08-01_CBJ5284_ZGHZ_ZLXY,20250802002609,CBJ5284,B8072,A320,ZGHZ,ZLXY,202508010040
2025-08-01_CBJ5284_ZGHZ_ZLXY,20250801230552,CBJ5284,B8072,A320,ZGHZ,ZLXY,202508012228
2025-08-01_CBJ5284_ZGHZ_ZLXY,20250801223953,CBJ5284,B8072,A320,ZGHZ,ZLXY,202508012228
2025-08-01_CBJ5284_ZGHZ_ZLXY,20250801223427,CBJ5284,B8072,A320,ZGHZ,ZLXY,202508012228
2025-08-01_CBJ5284_ZGHZ_ZLXY,20250801032355,CBJ5284,B8072,A320,ZGHZ,ZLXY,202508010040
2025-08-01_CBJ5284_ZGHZ_ZLXY,20250801031803,CBJ5284,B8072,A320,ZGHZ,ZLXY,202508010040
2025-08-01_CBJ5284_ZGHZ_ZLXY,20250801025946,CBJ5284,B8072,A320,ZGHZ,ZLXY,202508010040
2025-08-01_CBJ5284_ZGHZ_ZLXY,20250801012555,CBJ5284,B8072,A320,ZGHZ,ZLXY,202508010040
2025-08-01_CBJ5284_ZGHZ_ZLXY,20250801005146,CBJ5284,B8072,A320,ZGHZ,ZLXY,202508010040
2025-08-01_CBJ5284_ZGHZ_ZLXY,20250801004733,CBJ5284,B8072,A320,ZGHZ,ZLXY,202508010040
2025-08-01_CBJ5301_ZLXY_ZSHC,20250802013615,CBJ5301,B8553,A321,ZLXY,ZSHC,202508012329
2025-08-01_CBJ5301_ZLXY_ZSHC,20250802012111,CBJ5301,B8553,A321,ZLXY,ZSHC,202508012329
2025-08-01_CBJ5301_ZLXY_ZSHC,20250801233645,CBJ5301,B8553,A321,ZLXY,ZSHC,202508012329
2025-08-01_CBJ5302_ZSHC_ZLXY,20250801203340,CBJ5302,B8553,A321,ZSHC,ZLXY,202508011759
2025-08-01_CBJ5302_ZSHC_ZLXY,20250801202809,CBJ5302,B8553,A321,ZSHC,ZLXY,202508011759
2025-08-01_CBJ5302_ZSHC_ZLXY,20250801201333,CBJ5302,B8553,A321,ZSHC,ZLXY,202508011759
2025-08-01_CBJ5302_ZSHC_ZLXY,20250801190741,CBJ5302,B8553,A321,ZSHC,ZLXY,202508011759
